"Obec, mesto, mestská časť",region,province,latitude,longitude
Tužina,Prievidza,Trenčiansky kraj,48.76667,18.63333
Tvarožná,Kežmarok,Prešovský kraj,49.1357,20.43352
Tvrdomestice,Topoľčany,Nitriansky kraj,48.56362,18.16712
Tvrdošín,Tvrdošín,Žilinský kraj,49.337,19.556
Tvrdošovce,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Ťapešovo,Námestovo,Žilinský kraj,49.4079,19.48032
Ubľa,Snina,Prešovský kraj,48.98857,22.15099
Úbrež,Sobrance,Košický kraj,48.74455,22.18136
Udavské,Humenné,Prešovský kraj,48.93707,21.91625
Udiča,Považská Bystrica,Trenčiansky kraj,49.12153,18.42169
Údol,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Uhliská,Levice,Nitriansky kraj,48.21563,18.60705
Úhorná,Gelnica,Košický kraj,48.85584,20.93712
Uhorská Ves,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Uhorské,Poltár,Banskobystrický kraj,48.43094,19.79408
Uhrovec,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Uhrovské Podhradie,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Ulič,Snina,Prešovský kraj,48.98857,22.15099
Uličské Krivé,Snina,Prešovský kraj,48.98857,22.15099
Uloža,Levoča,Prešovský kraj,49.02173,20.59212
Úľany nad Žitavou,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Unín,Skalica,Trnavský kraj,48.8449,17.22635
Uňatín,Krupina,Banskobystrický kraj,48.3554,19.06474
Urmince,Topoľčany,Nitriansky kraj,48.56362,18.16712
Utekáč,Poltár,Banskobystrický kraj,48.43094,19.79408
Uzovce,Sabinov,Prešovský kraj,49.10308,21.0988
Uzovská Panica,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Uzovské Pekľany,Sabinov,Prešovský kraj,49.10308,21.0988
Uzovský Šalgov,Sabinov,Prešovský kraj,49.10308,21.0988
Vaďovce,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Vagrinec,Svidník,Prešovský kraj,49.30819,21.5703
Váhovce,Galanta,Trnavský kraj,48.2,17.71667
Vajkovce,Košice-okolie,Košický kraj,48.66667,21.33333
Valaliky,Košice-okolie,Košický kraj,48.66667,21.33333
Valaská,Brezno,Banskobystrický kraj,48.80431,19.63631
Valaská Belá,Prievidza,Trenčiansky kraj,48.76667,18.63333
Valaská Dubová,Ružomberok,Žilinský kraj,49.0748,19.30751
Valaškovce (vojenský obvod),Humenné,Prešovský kraj,48.93707,21.91625
Valča,Martin,Žilinský kraj,49.06651,18.92399
Valentovce,Medzilaborce,Prešovský kraj,49.16667,21.25
Valice,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Valkovce,Svidník,Prešovský kraj,49.30819,21.5703
Vaľkovňa,Brezno,Banskobystrický kraj,48.80431,19.63631
Vaniškovce,Bardejov,Prešovský kraj,49.29175,21.27271
Vápeník,Svidník,Prešovský kraj,49.30819,21.5703
Varadka,Bardejov,Prešovský kraj,49.29175,21.27271
Varechovce,Stropkov,Prešovský kraj,49.20211,21.65216
Varhaňovce,Prešov,Prešovský kraj,48.85557,21.35879
Varín,Žilina,Žilinský kraj,49.20229,18.87073
Vasiľov,Námestovo,Žilinský kraj,49.4079,19.48032
Vavrečka,Námestovo,Žilinský kraj,49.4079,19.48032
Vavrinec,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Vavrišovo,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Važec,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Včelince,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Večelkov,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Vechec,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Velčice,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Veličná,Dolný Kubín,Žilinský kraj,49.20983,19.30341
Velušovce,Topoľčany,Nitriansky kraj,48.56362,18.16712
Veľaty,Trebišov,Košický kraj,48.62858,21.71954
Veľká Čalomija,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Veľká Čausa,Prievidza,Trenčiansky kraj,48.76667,18.63333
Veľká Čierna,Žilina,Žilinský kraj,49.09075,18.59071
Veľká Dolina,Nitra,Nitriansky kraj,48.05,18.3
Veľká Franková,Kežmarok,Prešovský kraj,49.1357,20.43352
Veľká Hradná,Trenčín,Trenčiansky kraj,48.89452,18.04436
Veľká Ida,Košice-okolie,Košický kraj,48.66667,21.33333
Veľká Lehota,Žarnovica,Banskobystrický kraj,48.48124,18.71565
Veľká Lesná,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Veľká Lodina,Košice-okolie,Košický kraj,48.66667,21.33333
Veľká Lomnica,Kežmarok,Prešovský kraj,49.1357,20.43352
Veľká Lúka,Zvolen,Banskobystrický kraj,48.57442,19.15324
Veľká Mača,Galanta,Trnavský kraj,48.2,17.71667
Veľká nad Ipľom,Lučenec,Banskobystrický kraj,48.33249,19.66708
Veľká Paka,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Veľká Tŕňa,Trebišov,Košický kraj,48.62858,21.71954
Veľká Ves,Poltár,Banskobystrický kraj,48.43094,19.79408
Veľká Ves nad Ipľom,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Veľké Bierovce,Trenčín,Trenčiansky kraj,48.89452,18.04436
Veľké Blahovo,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Veľké Borové,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Veľké Dravce,Lučenec,Banskobystrický kraj,48.33249,19.66708
Veľké Držkovce,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Veľké Dvorany,Topoľčany,Nitriansky kraj,48.56362,18.16712
Veľké Dvorníky,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Veľké Hoste,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Veľké Chlievany,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Veľké Chyndice,Nitra,Nitriansky kraj,48.29081,18.2881
Veľké Kapušany,Michalovce,Košický kraj,48.75434,21.9195
Veľké Kosihy,Komárno,Nitriansky kraj,47.76667,18.13333
Veľké Kostoľany,Piešťany,Trnavský kraj,48.59479,17.82591
Veľké Kozmálovce,Levice,Nitriansky kraj,48.21563,18.60705
Veľké Kršteňany,Partizánske,Trenčiansky kraj,48.83333,18.25
Veľké Leváre,Malacky,Bratislavský kraj,48.43604,17.02188
Veľké Lovce,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Veľké Ludince,Levice,Nitriansky kraj,48.21563,18.60705
Veľké Orvište,Piešťany,Trnavský kraj,48.59479,17.82591
Veľké Ozorovce,Trebišov,Košický kraj,48.62858,21.71954
Veľké Pole,Žarnovica,Banskobystrický kraj,48.48124,18.71565
Veľké Raškovce,Michalovce,Košický kraj,48.75434,21.9195
Veľké Revištia,Sobrance,Košický kraj,48.74455,22.18136
Veľké Ripňany,Topoľčany,Nitriansky kraj,48.56362,18.16712
Veľké Rovné,Bytča,Žilinský kraj,49.22404,18.55878
Veľké Slemence,Michalovce,Košický kraj,48.75434,21.9195
Veľké Straciny,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Veľké Teriakovce,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Veľké Trakany,Trebišov,Košický kraj,48.62858,21.71954
Veľké Turovce,Levice,Nitriansky kraj,48.21563,18.60705
Veľké Uherce,Partizánske,Trenčiansky kraj,48.83333,18.25
Veľké Úľany,Galanta,Trnavský kraj,48.2,17.71667
Veľké Vozokany,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Veľké Zálužie,Nitra,Nitriansky kraj,48.30841,17.93874
Veľké Zlievce,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Veľkrop,Stropkov,Prešovský kraj,49.20211,21.65216
Veľký Biel,Senec,Bratislavský kraj,48.21951,17.40043
Veľký Blh,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Veľký Cetín,Nitra,Nitriansky kraj,48.22033,18.19087
Veľký Čepčín,Turčianske Teplice,Žilinský kraj,48.86226,18.86048
Veľký Ďur,Levice,Nitriansky kraj,48.21563,18.60705
Veľký Folkmar,Gelnica,Košický kraj,48.85584,20.93712
Veľký Grob,Galanta,Trnavský kraj,48.2,17.71667
Veľký Horeš,Trebišov,Košický kraj,48.62858,21.71954
Veľký Kamenec,Trebišov,Košický kraj,48.62858,21.71954
Veľký Klíž,Partizánske,Trenčiansky kraj,48.83333,18.25
Veľký Krtíš,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Veľký Kýr,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Veľký Lapáš,Nitra,Nitriansky kraj,48.29105,18.181
Veľký Lipník,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Veľký Lom,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Veľký Meder,Dunajská Streda,Trnavský kraj,47.85798,17.76884
Veľký Slavkov,Poprad,Prešovský kraj,49.06144,20.29798
Veľký Slivník,Prešov,Prešovský kraj,49.1142,21.27514
Veľký Šariš,Prešov,Prešovský kraj,49.04114,21.1993
Veľopolie,Humenné,Prešovský kraj,48.93707,21.91625
Vernár,Poprad,Prešovský kraj,49.06144,20.29798
Veselé,Piešťany,Trnavský kraj,48.59479,17.82591
Veterná Poruba,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Vidiná,Lučenec,Banskobystrický kraj,48.33249,19.66708
Vieska,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Vieska,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Vieska nad Blhom,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Vieska nad Žitavou,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Vígľaš,Detva,Banskobystrický kraj,48.56082,19.41954
Vígľašská Huta-Kalinka,Detva,Banskobystrický kraj,48.56082,19.41954
Vikartovce,Poprad,Prešovský kraj,49.06144,20.29798
Vinica,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Viničky,Trebišov,Košický kraj,48.62858,21.71954
Viničné,Pezinok,Bratislavský kraj,48.28986,17.26664
Vinné,Michalovce,Košický kraj,48.75434,21.9195
Vinodol,Nitra,Nitriansky kraj,48.30763,18.08453
Vinohrady nad Váhom,Galanta,Trnavský kraj,48.2,17.71667
Vinosady,Pezinok,Bratislavský kraj,48.28986,17.26664
Virt,Komárno,Nitriansky kraj,47.76667,18.13333
Vislanka,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Vislava,Stropkov,Prešovský kraj,49.20211,21.65216
Visolaje,Púchov,Trenčiansky kraj,48.83333,18.25
Višňov,Trebišov,Košický kraj,48.62858,21.71954
Višňové,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Višňové,Revúca,Banskobystrický kraj,48.68346,20.11734
Višňové,Žilina,Žilinský kraj,49.16083,18.78427
Vištuk,Pezinok,Bratislavský kraj,48.28986,17.26664
Vitanová,Tvrdošín,Žilinský kraj,49.337,19.556
Vítkovce,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Víťaz,Prešov,Prešovský kraj,48.97137,20.95654
Víťazovce,Humenné,Prešovský kraj,48.93707,21.91625
Vlača,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Vladiča,Stropkov,Prešovský kraj,49.20211,21.65216
Vlachovo,Rožňava,Košický kraj,48.66008,20.53758
Vlachy,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Vlčany,Šaľa,Nitriansky kraj,48.15127,17.88062
Vlčkovce,Trnava,Trnavský kraj,48.31701,17.6497
Vlkanová,Banská Bystrica,Banskobystrický kraj,48.67129,19.14607
Vlkas,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Vlková,Kežmarok,Prešovský kraj,49.1357,20.43352
Vlkovce,Kežmarok,Prešovský kraj,49.1357,20.43352
Vlky,Senec,Bratislavský kraj,48.21951,17.40043
Vlkyňa,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Voderady,Trnava,Trnavský kraj,48.27701,17.5594
Vojany,Michalovce,Košický kraj,48.75434,21.9195
Vojčice,Trebišov,Košický kraj,48.62858,21.71954
Vojka,Trebišov,Košický kraj,48.62858,21.71954
Vojka nad Dunajom,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Vojkovce,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Vojnatina,Sobrance,Košický kraj,48.74455,22.18136
Vojňany,Kežmarok,Prešovský kraj,49.1357,20.43352
Vojtovce,Stropkov,Prešovský kraj,49.20211,21.65216
Volica,Medzilaborce,Prešovský kraj,49.16667,21.25
Volkovce,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Voľa,Michalovce,Košický kraj,48.75434,21.9195
Voznica,Žarnovica,Banskobystrický kraj,48.48124,18.71565
Vozokany,Galanta,Trnavský kraj,48.2,17.71667
Vozokany,Topoľčany,Nitriansky kraj,48.56362,18.16712
Vráble,Nitra,Nitriansky kraj,48.30763,18.08453
Vrádište,Skalica,Trnavský kraj,48.8449,17.22635
Vrakúň,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Vranov nad Topľou,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Vrbnica,Michalovce,Košický kraj,48.75434,21.9195
Vrbov,Kežmarok,Prešovský kraj,49.1357,20.43352
Vrbovce,Myjava,Trenčiansky kraj,48.75876,17.56866
Vrbová nad Váhom,Komárno,Nitriansky kraj,47.76667,18.13333
Vrbové,Piešťany,Trnavský kraj,48.59479,17.82591
Vrbovka,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Vrchteplá,Považská Bystrica,Trenčiansky kraj,49.12153,18.42169
Vrícko,Martin,Žilinský kraj,49.06651,18.92399
Vršatské Podhradie,Ilava,Trenčiansky kraj,48.83333,18.25
Vrútky,Martin,Žilinský kraj,49.06651,18.92399
Vtáčkovce,Košice-okolie,Košický kraj,48.66667,21.33333
Výborná,Kežmarok,Prešovský kraj,49.1357,20.43352
Výčapy-Opatovce,Nitra,Nitriansky kraj,48.41149,18.08223
Vydrany,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Vydrná,Púchov,Trenčiansky kraj,48.83333,18.25
Vydrník,Poprad,Prešovský kraj,49.06144,20.29798
Vyhne,Žiar nad Hronom,Banskobystrický kraj,48.50571,18.80137
Východná,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Výrava,Medzilaborce,Prešovský kraj,49.16667,21.25
Vysočany,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Vysoká,Banská Štiavnica,Banskobystrický kraj,48.44858,18.91003
Vysoká,Sabinov,Prešovský kraj,49.10308,21.0988
Vysoká nad Kysucou,Čadca,Žilinský kraj,49.43503,18.78895
Vysoká nad Uhom,Michalovce,Košický kraj,48.75434,21.9195
Vysoká pri Morave,Malacky,Bratislavský kraj,48.43604,17.02188
Vysoké Tatry,Poprad,Prešovský kraj,49.13637,20.24386
Vyškovce,Stropkov,Prešovský kraj,49.20211,21.65216
Vyškovce nad Ipľom,Levice,Nitriansky kraj,48.21563,18.60705
Vyšná Boca,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Vyšná Hutka,Košice-okolie,Košický kraj,48.66667,21.33333
Vyšná Jablonka,Humenné,Prešovský kraj,48.93707,21.91625
Vyšná Jedľová,Svidník,Prešovský kraj,49.30819,21.5703
Vyšná Kamenica,Košice-okolie,Košický kraj,48.66667,21.33333
Vyšná Myšľa,Košice-okolie,Košický kraj,48.66667,21.33333
Vyšná Olšava,Stropkov,Prešovský kraj,49.20211,21.65216
Vyšná Pisaná,Svidník,Prešovský kraj,49.30819,21.5703
Vyšná Polianka,Bardejov,Prešovský kraj,49.29175,21.27271
Vyšná Rybnica,Sobrance,Košický kraj,48.74455,22.18136
Vyšná Sitnica,Humenné,Prešovský kraj,48.93707,21.91625
Vyšná Slaná,Rožňava,Košický kraj,48.66008,20.53758
Vyšná Šebastová,Prešov,Prešovský kraj,49.01589,21.32354
Vyšná Voľa,Bardejov,Prešovský kraj,49.29175,21.27271
Vyšné Ladičkovce,Humenné,Prešovský kraj,48.93707,21.91625
Vyšné nad Hronom,Levice,Nitriansky kraj,48.21563,18.60705
Vyšné Nemecké,Sobrance,Košický kraj,48.74455,22.18136
Vyšné Remety,Sobrance,Košický kraj,48.74455,22.18136
Vyšné Repaše,Levoča,Prešovský kraj,49.02173,20.59212
Vyšné Ružbachy,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Vyšné Valice,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Vyšný Čaj,Košice-okolie,Košický kraj,48.66667,21.33333
Vyšný Hrabovec,Stropkov,Prešovský kraj,49.20211,21.65216
Vyšný Hrušov,Humenné,Prešovský kraj,48.93707,21.91625
Vyšný Kazimír,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Vyšný Klátov,Košice-okolie,Košický kraj,48.66667,21.33333
Vyšný Komárnik,Svidník,Prešovský kraj,49.30819,21.5703
Vyšný Kručov,Bardejov,Prešovský kraj,49.29175,21.27271
Vyšný Kubín,Dolný Kubín,Žilinský kraj,49.20983,19.30341
Vyšný Medzev,Košice-okolie,Košický kraj,48.66667,21.33333
Vyšný Mirošov,Svidník,Prešovský kraj,49.30819,21.5703
Vyšný Orlík,Svidník,Prešovský kraj,49.30819,21.5703
Vyšný Skálnik,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Vyšný Slavkov,Levoča,Prešovský kraj,49.02173,20.59212
Vyšný Tvarožec,Bardejov,Prešovský kraj,49.29175,21.27271
Vyšný Žipov,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Zábiedovo,Tvrdošín,Žilinský kraj,49.337,19.556
Záborie,Martin,Žilinský kraj,49.06651,18.92399
Záborské,Prešov,Prešovský kraj,48.9451,21.28977
Zádiel,Košice-okolie,Košický kraj,48.66667,21.33333
Zádor,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Záhor,Sobrance,Košický kraj,48.74455,22.18136
Záhorce,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Záhorie (vojenský obvod),Malacky,Bratislavský kraj,48.43604,17.02188
Záhorská Ves,Malacky,Bratislavský kraj,48.43604,17.02188
Záhradné,Prešov,Prešovský kraj,49.09084,21.26939
Zacharovce,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Zákamenné,Námestovo,Žilinský kraj,49.4079,19.48032
Zákopčie,Čadca,Žilinský kraj,49.43503,18.78895
Zalaba,Levice,Nitriansky kraj,48.21563,18.60705
Zálesie,Senec,Bratislavský kraj,48.21951,17.40043
Zálesie,Kežmarok,Prešovský kraj,49.1357,20.43352
Zalužice,Michalovce,Košický kraj,48.75434,21.9195
Zamarovce,Trenčín,Trenčiansky kraj,48.89452,18.04436
Zámutov,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Záriečie,Púchov,Trenčiansky kraj,48.83333,18.25
Záskalie,Považská Bystrica,Trenčiansky kraj,49.12153,18.42169
Zatín,Trebišov,Košický kraj,48.62858,21.71954
Závada,Topoľčany,Nitriansky kraj,48.56362,18.16712
Závada,Humenné,Prešovský kraj,48.93707,21.91625
Závada,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Závadka,Humenné,Prešovský kraj,48.93707,21.91625
Závadka,Gelnica,Košický kraj,48.85584,20.93712
Závadka,Michalovce,Košický kraj,48.75434,21.9195
Závadka nad Hronom,Brezno,Banskobystrický kraj,48.80431,19.63631
Zavar,Trnava,Trnavský kraj,48.35277,17.67377
Závažná Poruba,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Závod,Malacky,Bratislavský kraj,48.43604,17.02188
Zázrivá,Dolný Kubín,Žilinský kraj,49.2748,19.15303
Zbehňov,Trebišov,Košický kraj,48.62858,21.71954
Zbehy,Nitra,Nitriansky kraj,48.36558,18.01814
Zboj,Snina,Prešovský kraj,48.98857,22.15099
Zbojné,Medzilaborce,Prešovský kraj,49.16667,21.25
Zborov,Bardejov,Prešovský kraj,49.29175,21.27271
Zborov nad Bystricou,Čadca,Žilinský kraj,49.43503,18.78895
Zbrojníky,Levice,Nitriansky kraj,48.21563,18.60705
Zbudská Belá,Medzilaborce,Prešovský kraj,49.16667,21.25
Zbudské Dlhé,Humenné,Prešovský kraj,48.93707,21.91625
Zbudza,Michalovce,Košický kraj,48.75434,21.9195
Zbyňov,Žilina,Žilinský kraj,49.12081,18.64866
Zeleneč,Trnava,Trnavský kraj,48.32897,17.59535
Zemianska Olča,Komárno,Nitriansky kraj,47.76667,18.13333
Zemianske Kostoľany,Prievidza,Trenčiansky kraj,48.76667,18.63333
Zemianske Podhradie,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Zemianske Sady,Galanta,Trnavský kraj,48.2,17.71667
Zemiansky Vrbovok,Krupina,Banskobystrický kraj,48.3554,19.06474
Zemné,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Zemplín,Trebišov,Košický kraj,48.62858,21.71954
Zemplínska Nová Ves,Trebišov,Košický kraj,48.62858,21.71954
Zemplínska Široká,Michalovce,Košický kraj,48.75434,21.9195
Zemplínska Teplica,Trebišov,Košický kraj,48.62858,21.71954
Zemplínske Hámre,Snina,Prešovský kraj,48.98857,22.15099
Zemplínske Hradište,Trebišov,Košický kraj,48.62858,21.71954
Zemplínske Jastrabie,Trebišov,Košický kraj,48.62858,21.71954
Zemplínske Kopčany,Michalovce,Košický kraj,48.75434,21.9195
Zemplínsky Branč,Trebišov,Košický kraj,48.62858,21.71954
Zlatá Baňa,Prešov,Prešovský kraj,48.95322,21.42098
Zlatá Idka,Košice-okolie,Košický kraj,48.66667,21.33333
Zlaté,Bardejov,Prešovský kraj,49.29175,21.27271
Zlaté Klasy,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Zlaté Moravce,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Zlatná na Ostrove,Komárno,Nitriansky kraj,47.76667,18.13333
Zlatník,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Zlatníky,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Zlatno,Poltár,Banskobystrický kraj,48.43094,19.79408
Zlatno,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Zliechov,Ilava,Trenčiansky kraj,48.83333,18.25
Zohor,Malacky,Bratislavský kraj,48.43604,17.02188
Zombor,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Zubák,Púchov,Trenčiansky kraj,48.83333,18.25
Zuberec,Tvrdošín,Žilinský kraj,49.337,19.556
Zubné,Humenné,Prešovský kraj,48.93707,21.91625
Zubrohlava,Námestovo,Žilinský kraj,49.4079,19.48032
Zvolen,Zvolen,Banskobystrický kraj,48.57442,19.15324
Zvolenská Slatina,Zvolen,Banskobystrický kraj,48.57442,19.15324
Zvončín,Trnava,Trnavský kraj,48.4007,17.50648
Žabokreky,Martin,Žilinský kraj,49.06651,18.92399
Žabokreky nad Nitrou,Partizánske,Trenčiansky kraj,48.83333,18.25
Žakarovce,Gelnica,Košický kraj,48.85584,20.93712
Žakovce,Kežmarok,Prešovský kraj,49.1357,20.43352
Žalobín,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Žarnov,Košice-okolie,Košický kraj,48.66667,21.33333
Žarnovica,Žarnovica,Banskobystrický kraj,48.48124,18.71565
Žaškov,Dolný Kubín,Žilinský kraj,49.20983,19.30341
Žbince,Michalovce,Košický kraj,48.75434,21.9195
Ždaňa,Košice-okolie,Košický kraj,48.66667,21.33333
Ždiar,Poprad,Prešovský kraj,49.271,20.26239
Žehňa,Prešov,Prešovský kraj,48.91767,21.3415
Žehra,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Železná Breznica,Zvolen,Banskobystrický kraj,48.57442,19.15324
Železník,Svidník,Prešovský kraj,49.30819,21.5703
Želiezovce,Levice,Nitriansky kraj,48.21563,18.60705
Želmanovce,Svidník,Prešovský kraj,49.30819,21.5703
Želovce,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Žemberovce,Levice,Nitriansky kraj,48.21563,18.60705
Žemliare,Levice,Nitriansky kraj,48.21563,18.60705
Žiar,Liptovský Mikuláš,Žilinský kraj,49.13085,19.66518
Žiar,Revúca,Banskobystrický kraj,48.68346,20.11734
Žiar nad Hronom,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Žibritov,Krupina,Banskobystrický kraj,48.3554,19.06474
Žihárec,Šaľa,Nitriansky kraj,48.15127,17.88062
Žikava,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Žilina,Žilina,Žilinský kraj,49.22315,18.73941
Žíp,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Žipov,Prešov,Prešovský kraj,48.96591,21.085
Žirany,Nitra,Nitriansky kraj,48.37766,18.17514
Žitavany,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Žitavce,Nitra,Nitriansky kraj,48.20219,18.30078
Žitná-Radiša,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Žlkovce,Hlohovec,Trnavský kraj,48.43174,17.8031
Župčany,Prešov,Prešovský kraj,49.01206,21.15874
Župkov,Žarnovica,Banskobystrický kraj,48.48124,18.71565
